T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
💬,wenbopan/Faro-Yi-9B,66.37,61.26,76.95,70.77,50.17,76.09,63.0,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,mit,8.83,6.0,True,d8eaa5d512153ded7d992092b624e638110c0402,False,False
💬,freeCS-dot-org/OpenAGI-testing-intelDPO-2,66.36,62.8,84.63,62.65,58.28,78.85,50.95,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,d160d65b1155a68c70ed75838c2bdc7f5ce511e8,False,False
🔶,jondurbin/airoboros-34b-3.3,66.35,67.41,84.45,74.83,59.59,82.08,29.72,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,other,34.39,5.0,True,a5eedca9d123513308880a755db506cd0e683613,False,False
🤝,paulilioaica/MoEstral-2x2B,66.34,65.1,84.82,61.62,62.72,78.37,45.41,base merges and moerges,MixtralForCausalLM,Original,float16,False,apache-2.0,12.88,0.0,False,fa00d779934bc7907f6031c318852b1faa513bf6,False,True
🔶,SC99/Mistral-7B-privatemix-base-ia,66.34,62.8,84.85,60.54,68.76,77.03,44.05,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-4.0,7.0,0.0,False,e2761606e477ff1540a501dc89b39f65ff16c652,False,False
🔶,Zangs3011/mixtral_8x7b_MonsterInstruct,66.34,65.19,85.81,70.15,48.47,80.27,48.14,fine-tuned on domain-specific datasets,?,Adapter,4bit,False,apache-2.0,7.0,1.0,True,5252c3d68fcd69d14cc76488d689e0adb76d881f,False,False
💬,cstr/Spaetzle-v44-7b,66.34,64.59,84.76,61.76,54.45,78.77,53.68,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,True,cc-by-sa-4.0,7.24,1.0,True,5f6becfdbc97b1caf280714e5755c00c5ad61cbf,False,False
🤝,sethuiyer/CodeCalc-Mistral-7B,66.33,61.95,83.64,62.78,47.79,78.3,63.53,base merges and moerges,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,e03e7b8e6ea737f565848caaf3467b75b646c878,False,False
🤝,hydra-project/OpenHyperion-2.5-Mistral-7B,66.32,64.25,84.86,63.86,49.92,79.32,55.72,base merges and moerges,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,2.0,True,85a94bc7584beb08e8df09bad85f06b786f184c4,False,False
💬,snorkelai/Snorkel-Mistral-PairRM-DPO,66.31,66.04,85.64,60.83,70.86,77.74,36.77,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,0.0,97.0,True,e4110a5689e146bc07296218f84ae09129168868,False,False
🔶,augtoma/qCammel-70,66.31,68.34,87.87,70.18,57.47,84.29,29.72,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,68.72,0.0,False,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,False,False
🔶,augtoma/qCammel-70v1,66.31,68.34,87.87,70.18,57.47,84.29,29.72,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,68.72,0.0,False,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,False,False
🔶,augtoma/qCammel-70x,66.31,68.34,87.87,70.18,57.47,84.29,29.72,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,68.72,0.0,False,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,False,False
🔶,augtoma/qCammel70,66.31,68.34,87.87,70.18,57.47,84.29,29.72,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,68.72,0.0,False,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,False,False
🔶,augtoma/qCammel-70-x,66.31,68.34,87.87,70.18,57.47,84.29,29.72,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,0.0,25.0,True,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,False,False
🤝,FuseAI/FuseChat-7B-TA,66.31,62.54,84.22,63.96,45.74,79.4,62.02,base merges and moerges,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,5.0,True,9862833e1c59df274ff426fb09638faa2e0bc9f0,False,True
🔶,garage-bAInd/Platypus2-70B,66.28,70.65,87.15,70.08,52.37,84.37,33.06,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,68.98,22.0,True,16b6583ad58313331f86be18e531ab03f1857695,False,False
🔶,Doctor-Shotgun/mythospice-limarp-70b,66.27,69.2,87.46,70.14,55.86,82.72,32.22,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,agpl-3.0,70.0,2.0,True,ff29fed2a33fc050fd20d0e25b5b23c4a101b074,False,False
💬,vicgalle/Worldsim-Hermes-7B,66.26,64.08,83.45,63.12,51.52,78.77,56.63,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1.0,True,a08a049d7b0ada1a9422f1502d103233ba9a9854,False,False
🔶,ibivibiv/megamarcoroni-120b,66.25,72.01,88.94,69.88,64.24,80.9,21.53,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,120.32,0.0,True,db2d5376b1a1c36efaca83668e1ce6bfcc43356a,False,False
🔶,fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_quantized_mergedfloat_s,66.24,64.08,84.12,61.14,54.77,76.95,56.41,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,d1a30161bd58ed7506ad0ad22fea7f186e065776,False,False
💬,M4-ai/Hercules-Qwen1.5-14B,66.24,56.23,80.6,68.73,52.03,73.88,65.96,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,False,other,14.17,2.0,True,1467881f0621f2b3906461c7e656a7fbeddbfd45,False,False
🔶,Xwin-LM/Xwin-LM-70B-V0.1,66.2,70.22,87.25,69.77,59.86,82.87,27.22,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,70.0,210.0,True,d6c803a180e3d46c371f8d3cb3848b861596ccbc,False,False
🔶,Sao10K/Test-Raw-Solar-v1,66.2,63.23,84.82,65.52,48.99,84.06,50.57,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,0.0,0.0,False,5289b48902b793c5fbff4b596c6ffc8b657639a6,False,False
💬,snorkelai/Snorkel-Mistral-PairRM-DPO,66.18,65.96,85.63,60.85,70.91,77.58,36.16,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,0.0,97.0,True,e4110a5689e146bc07296218f84ae09129168868,False,False
🔶,Doctor-Shotgun/mythospice-70b,66.17,69.28,87.53,70.1,56.76,83.27,30.1,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,,70.0,2.0,False,b00992c26604c9cd496bc41472a05e4c01cd2008,False,False
🔶,beowolx/MistralHermes-CodePro-7B-v1,66.17,62.46,82.68,63.44,49.67,77.9,60.88,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,mit,7.0,11.0,True,a74a9fa5797b75262187fffa173948f1c03e2af4,False,False
🔶,quantumaikr/llama-2-70b-fb16-orca-chat-10k,66.16,68.09,87.07,69.21,61.56,84.14,26.91,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,68.98,2.0,True,697aaeb8eb9905c9b25bebb736d1905444c774a6,False,False
🔶,ConvexAI/Luminex-72B-v0.1,66.15,43.43,86.66,73.36,41.85,76.16,75.44,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,other,72.0,3.0,True,73491b7bda948e0755f5a6cd655238e0ba73fad6,False,False
🔶,silvercoder45/Mistral-7b-instruct-v0.2-summ-sft-dpo-e1,66.15,62.71,85.3,60.6,70.76,77.11,40.41,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,9ecd757a87134736f311e7b6e8c6c89b00343364,False,False
💬,chargoddard/mistral-11b-slimorca,66.12,64.25,83.81,63.66,54.66,77.98,52.39,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,10.73,4.0,True,1feb0fe36c9db1a4ea6cca32acae9ff07a12b9c5,False,False
🤝,LeroyDyer/Mixtral_AI_base_128k,66.08,65.1,84.05,63.36,58.11,79.24,46.63,base merges and moerges,MistralForCausalLM,Original,float16,False,mit,7.24,0.0,False,205a2099382a99c581e822e77ca425fc1dbc269c,False,False
🤝,Eurdem/megatron_v4_4x7B,66.08,65.61,84.1,61.64,60.51,76.56,48.07,base merges and moerges,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,24.15,0.0,False,d5703cd346b1f82c3ed8e7f8083d4c4bfee81242,False,False
💬,amazingvince/where-llambo-7b,66.08,58.45,82.06,62.61,49.61,78.53,65.2,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,True,554d9c7bab7ea6deabef0266aef17aa98f758543,False,False
🤝,Gille/StrangeMerges_13-7B-slerp,66.06,63.82,84.95,64.9,48.62,79.87,54.21,base merges and moerges,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,26787521ec76c6fb81caffbba3d3fd75e9ce8e26,False,False
💬,sonthenguyen/NeuralHermes-2.5-Mistral-7B,66.06,67.58,85.69,63.43,55.98,77.98,45.72,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,d7b9a63eb3e086e16b669b7ff59d9b35d0908b03,False,False
🔶,silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e3,66.06,62.63,85.31,60.76,70.59,77.35,39.73,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,b407df1ea1d6cc3c7cc183053fea8d728eb8365b,False,False
🔶,TheBloke/llama-2-70b-Guanaco-QLoRA-fp16,66.05,68.26,88.32,70.23,55.69,83.98,29.8,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,70.0,54.0,True,54b0e39d5e9aee7b323f50b0a26db15295c3d5c9,False,False
🤝,LeroyDyer/Mixtral_Uncensored,66.04,63.82,84.07,61.96,65.86,78.69,41.85,base merges and moerges,MistralForCausalLM,Original,float16,False,mit,7.24,0.0,False,3167f5d9a3f0fc7e96f1317ff8f29b4eee106c55,False,False
🤝,seungduk/KoSOLAR-10.7B-v0.1,66.04,62.03,84.54,65.56,45.03,83.58,55.5,base merges and moerges,Unknown,Original,float16,False,?,10.86,0.0,False,a4ddde9b0d06f340ff9c29777b4bfd883700c6cd,False,False
🟢,upstage/SOLAR-10.7B-v1.0,66.04,61.95,84.6,65.48,45.04,83.66,55.5,pretrained,LlamaForCausalLM,Original,float16,False,apache-2.0,10.73,222.0,True,6e2783822f35c376ea96852fe479faa6a8bf09cb,False,True
🔶,arlineka/KittyNyanster-v1,66.02,65.1,84.72,64.39,57.87,77.74,46.32,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.24,0.0,False,22bc4acbba8c623d21dd254036a909deb98c7602,False,False
🤝,KatyTheCutie/LemonadeRP-4.5.3,66.02,65.1,84.72,64.39,57.87,77.74,46.32,base merges and moerges,MistralForCausalLM,Original,float16,False,cc-by-4.0,7.24,28.0,True,d84bd91c114a8ae689c3d10c2fcdb8e83300a115,False,False
🔶,ResplendentAI/Paradigm_Shift_7B,66.02,67.92,83.69,59.49,66.07,78.69,40.26,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,cc-by-sa-4.0,7.24,4.0,True,c39cf7ba63acf8eaafc7b08d67fac494e64df98e,False,False
🔶,TokenBender/pic_7B_mistral_Full_v0.1,66.0,63.91,83.7,63.3,54.51,77.9,52.69,fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,False,?,7.24,0.0,False,64f7a800327466b76697c1f81d88b008274c8861,False,False
🔶,s1ghhh/medllama-2-70b-qlora-1.1,65.99,69.03,87.17,71.04,52.41,84.21,32.07,fine-tuned on domain-specific datasets,Unknown,Adapter,float16,False,llama2,70.0,2.0,False,d55e05e9d67418c639933c85a5b9d17c6f531a92,False,False
💬,0-hero/Matter-0.1-7B-boost-DPO,65.99,65.02,83.08,61.87,60.29,75.61,50.04,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,5bee9978fcf2188f1070b67f6d94be344fdd99c0,False,False
🔶,silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e1,65.98,62.46,85.23,60.67,70.56,76.95,40.03,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,1b40e1f4f27fd0bc0430640df5fee7c0ca5f3668,False,False
🔶,SanjiWatsuki/longcat-10.7B,65.98,64.59,85.85,61.77,61.42,76.16,46.1,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,apache-2.0,10.73,2.0,True,c79c121d00a7edce5decc7189c32a4411ab26311,False,False
💬,Qwen/Qwen1.5-72B-Chat,65.98,68.26,86.47,77.46,63.84,78.93,20.92,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,False,other,72.29,184.0,True,bc11a298a0c6a5cd737064db62c6ad20ec6331be,False,True
🤝,nbeerbower/Flammen-Trismegistus-7B,65.98,63.99,84.79,62.45,57.12,76.48,51.02,base merges and moerges,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,4ef80a33ffebbe3f28f1178f324cf99d12b5f0f0,False,False
💬,DreadPoor/Bageluccine-7B-slerp,65.97,65.1,85.06,61.75,60.33,77.35,46.25,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,False,87133b08a358596babe4760427bef748e1dd6d7f,False,False
💬,nisten/shqiponja-59b-v1,65.97,70.05,84.06,75.54,70.43,80.27,15.47,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,True,mit,58.94,1.0,True,a2dd71db32b23412fcea0ad8a36ee32e0641b9fc,False,False
🔶,silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e3,65.97,62.54,85.34,60.54,70.69,77.35,39.35,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,18cb6af4611f6838a65f4517e03d82b1aa1d7a06,False,False
🔶,silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e2,65.97,62.54,85.3,60.71,70.54,77.66,39.04,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,22057329aaf003c9b32f7bc30b292d035972086c,False,False
🔶,psmathur/model_51,65.96,68.43,86.71,69.31,57.18,81.77,32.37,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,68.72,0.0,False,9542702011bf4d282f4b0f0bd79229f5822b6313,False,False
💬,Qwen/Qwen1.5-72B-Chat,65.96,68.52,86.42,77.44,63.9,79.08,20.39,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,float16,False,other,72.29,184.0,True,1a6ccc1215278f962c794b1848c710c29ef4053d,False,True
💬,dddsaty/SOLAR_Merge_Adapter_DPO_Orca,65.96,63.91,84.58,63.18,51.49,82.0,50.57,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,10.73,0.0,True,0d1d423bab515ce5aee7e7029f86cfabfc26b4d9,False,False
🔶,silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e2,65.95,62.46,85.31,60.56,70.77,77.19,39.42,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,2.0,False,803a3e7f24f61e8cd53ef4133ae22c3ce2568a78,False,False
🔶,TomGrc/FusionNet_passthrough,65.94,69.45,87.72,65.28,67.65,81.29,24.26,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,mit,21.2,1.0,True,fee459c6a29f7157394f62484eacf0417fee718a,False,False
🔶,jeiku/Zephyr_beta_32k_7B,65.93,63.48,84.79,60.5,68.99,77.11,40.71,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,1.0,True,5860071cd3ccbc086e133ae4ba30583b3338a34d,False,False
🟢,liminerity/Blured-Ties-7B,65.92,63.99,83.56,63.19,58.12,79.72,46.93,pretrained,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,46faa4a8bad44e10b7840930bd4d7e3a281f1b90,False,False
🔶,CausalLM/14B-DPO-alpha,65.91,58.11,79.38,66.62,54.15,74.51,62.7,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,wtfpl,14.0,106.0,True,34bc2dd73ae5f8738e5bcaaa5591427675f7801f,False,False
🔶,yunconglong/Mixtral_7Bx2_MoE_13B_DPO,65.89,65.44,84.01,62.14,61.76,78.45,43.52,fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,12.88,0.0,True,88635724f75a6728bdc13165da4d5784f84c8b49,False,True
🔶,Undi95/Mixtral-4x7B-DPO-RPChat,65.88,64.59,85.36,63.57,49.87,78.77,53.15,fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,24.15,9.0,True,406aeb5ce848dfefbca65d69022ce1de36f9fde4,False,True
🤝,Inv/Kazbek-7B,65.88,65.1,85.2,63.41,49.43,80.9,51.25,base merges and moerges,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,False,890d48a457b7cd7f9aadb23b615afec741792590,False,False
🔶,RaduGabriel/SirUkrainian2.0DPO,65.87,63.91,83.52,61.17,65.08,79.64,41.93,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,False,cc7f95d454989d6b7c96efb1ba7f89826bb56f3b,False,False
🟢,Qwen/Qwen-14B,65.86,58.28,83.99,67.7,49.43,76.8,58.98,pretrained,QWenLMHeadModel,Original,float16,False,,14.17,196.0,False,5eda9482e32a8ea7ed2dc47178f3b491eb207939,False,False
🔶,OpenBuddy/openbuddy-falcon-180b-v13-preview0,65.85,65.1,86.19,64.6,54.97,82.64,41.62,fine-tuned on domain-specific datasets,FalconForCausalLM,Original,8bit,False,,180.0,2.0,False,7d7b93ffd67d1b0c39f3503050dbbcc951948120,False,False
🤝,harshitv804/MetaMath-Mistral-2x7B,65.84,60.58,82.59,61.87,44.8,76.01,69.22,base merges and moerges,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,1.0,True,193485a4016e12c1a3d3347801648fa4913dbd7c,False,True
🔶,perlthoughts/Chupacabra-7B-v2.03-128k,65.83,64.68,84.56,63.02,51.16,81.06,50.49,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,False,22bb3c15b2770dfe91e239573b6c35b475a43cbe,False,False
🔶,SC99/Mistral-7B-summ-lora-tuned-8h,65.83,63.05,85.17,60.39,69.8,77.35,39.2,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,58d912c7d4dcbf788f4215ea927d0cfca8239368,False,False
🟩,Replete-AI/Mistral-11b-v0.1,65.8,62.2,84.65,63.11,59.23,75.77,49.81,continuously pretrained,MistralForCausalLM,Original,float16,False,?,11.17,0.0,False,57eb00a9bf191d5a338c11098fa6e82d5f121d9b,False,False
🟢,Replete-AI/Mistral-Evolved-11b-v0.1,65.8,62.2,84.65,63.11,59.23,75.77,49.81,pretrained,MistralForCausalLM,Original,float16,False,apache-2.0,11.17,29.0,True,57eb00a9bf191d5a338c11098fa6e82d5f121d9b,False,False
🤝,macadeliccc/laser-polyglot-4x7b,65.79,64.16,84.98,63.88,55.47,77.82,48.45,base merges and moerges,MixtralForCausalLM,Original,float16,False,apache-2.0,24.15,1.0,True,3402a470e7fca09eb5aa5f7dcf2876449a05a4f6,False,False
🔶,SCE/Mistral-7B-summ-lora-tuned,65.79,62.8,85.19,60.58,70.18,77.19,38.82,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,95a4a8b60197ffe2e0cabca25a0eec2ea050a562,False,False
🔶,meta-math/MetaMath-Mistral-7B,65.78,60.67,82.58,61.95,44.89,75.77,68.84,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,77.0,True,016a7bb03bfcd953860357e1a16d5b333b887d26,False,False
💬,0-hero/Matter-0.1-7B-boost-DPO-preview,65.77,64.59,82.87,62.02,58.86,75.85,50.42,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,3.0,True,d390fb35a781129efd26d53f7ecdb513c0c3da27,False,False
🔶,kaitchup/Maixtchup-4x7b,65.77,62.54,83.83,61.28,56.13,76.01,54.81,fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,False,apache-2.0,24.15,0.0,True,56e8ed399a3198c7f02c30ac48361e690aad8d8f,False,True
💬,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-reversed_corrupted,65.76,64.42,83.95,63.61,51.65,77.74,53.22,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,0b6fe472592fbb8f3086d85938bac591f8153e58,False,False
🔶,SCE/Mistral-7B-math-ia3-pruned20,65.76,63.05,84.42,60.55,67.74,76.87,41.93,fine-tuned on domain-specific datasets,?,Adapter,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,3a2ccd35edf2dad09efb591699de46cc3a31adc4,False,False
🔶,psmathur/model_420,65.76,70.14,87.73,70.35,54.0,83.74,28.58,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,68.72,0.0,False,13c7b5f403c0f2af9bf7fce2d4a32deb9054c083,False,False
🔶,TomGrc/FusionNet_passthrough_v0.1,65.74,69.45,87.79,65.2,67.67,81.53,22.82,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,mit,21.2,1.0,True,0466e92dff5927724966ed3815432b4569d6d19e,False,False
🔶,tokyotech-llm/Swallow-70b-instruct-hf,65.74,66.21,85.14,67.08,48.0,82.08,45.94,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,llama2,69.16,36.0,True,feba815b847806df03f23a375f3d4d07fa251134,False,False
🔶,abhishekchohan/mistral-7B-forest-merge,65.74,63.65,84.41,59.98,57.48,77.74,51.18,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,dea087d73edf6019e72bfd5e98bc1fc93cb5136f,False,False
💬,wang7776/Mistral-7B-Instruct-v0.2-attention-sparsity-20,65.74,62.88,84.84,60.81,68.26,77.9,39.73,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,17604249cd95a3454146c6de2729915fb6018e10,False,False
🤝,LeroyDyer/Mixtral_AI_128k_b,65.73,64.08,84.68,63.76,57.09,79.16,45.64,base merges and moerges,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,False,edf358adffe215b34acf695a4c1243a7e5d47417,False,False
🤝,Plaban81/Moe-4x7b-math-reason-code,65.73,62.54,83.87,61.2,56.12,76.09,54.59,base merges and moerges,MixtralForCausalLM,Original,float16,False,apache-2.0,24.15,1.0,True,630daafebf8b8fd6f3959b2e924b49598e8ee2d3,False,True
🔶,nextai-team/Moe-4x7b-reason-code-qa,65.73,62.54,83.87,61.2,56.12,76.09,54.59,fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,False,apache-2.0,24.15,5.0,True,6a88e94af88e8ab9386cd9f3d3694a68b2428952,False,True
🔶,HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v2,65.72,66.13,84.9,62.64,62.39,78.61,39.65,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,True,b1c44f6b0e9191a633837603c1053366868fc945,False,True
🔶,dfurman/llama-2-70b-dolphin-peft,65.72,69.62,86.82,69.18,57.43,83.9,27.37,fine-tuned on domain-specific datasets,Unknown,Adapter,float16,False,?,70.0,0.0,False,a1190dee60b5854e80d340958dc3cc956bc56f68,False,False
💬,azarafrooz/mistral-v2-7b-selfplay-v0,65.72,63.05,84.88,60.78,68.14,77.19,40.26,"chat models (RLHF, DPO, IFT, ...)",?,Adapter,bfloat16,False,apache-2.0,7.0,0.0,False,60b1e543f54cc5b803bc4e4f22f8716c472370d8,False,False
🤝,grimjim/Mistral-7B-Instruct-demi-merge-v0.2-7B,65.71,63.91,84.89,63.69,55.26,78.53,47.99,base merges and moerges,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,db786274df9d55902a7c5e98a134e63deee1f558,False,False
💬,mistralai/Mistral-7B-Instruct-v0.2,65.71,63.14,84.88,60.78,68.26,77.19,40.03,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,1770.0,True,c72e5d1908b1e2929ec8fc4c8820e9706af1f80f,False,False
🤝,jambroz/sixtyoneeighty-7b-MOE,65.7,64.76,84.26,62.63,56.2,80.43,45.94,base merges and moerges,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,24.15,0.0,False,cc192db94c09c7ac6f4aa5a2375a52c5f456a39c,False,True
